NearestNeighbor	dH0	dS0	OligoType	InteractionType	Reference
rCrCrC/rGrUrG	-10.5	-35.8	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrC/rGrArG	-10.5	-33.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrC/rGrCrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrC/rGrGrG	-18.4	-52.2	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrC/rGrUrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrC/rGrArG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrC/rGrCrG	-10.5	-33.9	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrC/rGrGrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrC/rGrUrG	-13.9	-44.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArG/rGrArC	-10.5	-36.8	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArG/rGrCrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArG/rGrGrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArG/rGrUrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrG/rGrArC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrG/rGrCrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrG/rGrGrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrG/rGrUrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrG/rGrArC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrG/rGrCrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrG/rGrGrC	-18.4	-54.8	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrG/rGrUrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrG/rGrArC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrG/rGrCrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrG/rGrGrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrG/rGrUrC	-10.5	-35.1	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArU/rGrArA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArU/rGrCrA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArU/rGrGrA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArU/rGrUrA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrU/rGrArA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrU/rGrCrA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrU/rGrGrA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrU/rGrUrA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrU/rGrArA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrU/rGrCrA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrU/rGrGrA	-13.4	-38.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrU/rGrUrA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrU/rGrArA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrU/rGrCrA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrU/rGrGrA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrU/rGrUrA	-8.9	-31.3	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArG/rGrArU	-5.5	-24.8	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArG/rGrCrU	-5.5	-21.9	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArG/rGrGrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArG/rGrUrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrG/rGrArU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrG/rGrCrU	-5.5	-23.2	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrG/rGrGrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrG/rGrUrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrG/rGrArU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrG/rGrCrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrG/rGrGrU	-13.4	-38.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrG/rGrUrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrG/rGrArU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrG/rGrCrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrG/rGrGrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrG/rGrUrU	-5.5	-21.3	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArU/rGrArG	-5.5	-19.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArU/rGrCrG	-5.5	-19.3	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArU/rGrGrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrArU/rGrUrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrU/rGrArG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrU/rGrCrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrU/rGrGrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrCrU/rGrUrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrU/rGrArG	-5.5	-17.1	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrU/rGrCrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrU/rGrGrG	-13.4	-38.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrGrU/rGrUrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrU/rGrArG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrU/rGrCrG	-5.5	-21	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrU/rGrGrG	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rCrUrU/rGrUrG	-8.9	-32.2	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArA/rCrArU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArA/rCrCrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArA/rCrGrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArA/rCrUrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrA/rCrArU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrA/rCrCrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrA/rCrGrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrA/rCrUrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrA/rCrArU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrA/rCrCrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrA/rCrGrU	-13.4	-38.7	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrA/rCrUrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrA/rCrArU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrA/rCrCrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrA/rCrGrU	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrA/rCrUrU	-8.9	-32.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArC/rCrArG	-10.5	-36.4	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArC/rCrCrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArC/rCrGrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArC/rCrUrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrC/rCrArG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrC/rCrCrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrC/rCrGrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrC/rCrUrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrC/rCrArG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrC/rCrCrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrC/rCrGrG	-18.4	-51.9	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrC/rCrUrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrC/rCrArG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrC/rCrCrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrC/rCrGrG	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrC/rCrUrG	-17.3	-53.8	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArG/rCrArC	-10.5	-36.8	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArG/rCrCrC	-10.5	-34.8	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArG/rCrGrC	-10.5	-33.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArG/rCrUrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrG/rCrArC	-10.5	-32.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrG/rCrCrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrG/rCrGrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrCrG/rCrUrC	-10.5	-33.9	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrG/rCrArC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrG/rCrCrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrG/rCrGrC	-18.4	-52.2	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrGrG/rCrUrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrG/rCrArC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrG/rCrCrC	-10.5	-35.8	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrG/rCrGrC	-10.5	-35.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrUrG/rCrUrC	-13.9	-44.5	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArU/rCrArA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
rGrArU/rCrCrA	-5.5	-21.6	RNA/RNA	Mismatch	"Mathews et al. (2004) Proc. Natl. Acad. Sci. USA, 101, 7287-7292 & Lu, et al. (2006) Nucleic Acids Res., 34 4912 - 4924."
